measurement_id,time,latitude,longitude,rsrp_dbm,rsrq_db,rssi_dbm,sinr_db,pathloss_db,dl_throughput_mbps,ul_throughput_mbps,operator,timing_advance,frequency_khz,channel_number,pci,cell_id,enb_id,sector_id
454,2024-10-13 15:15:47.091,48.201756,16.338831,-81.7,-13.8,-47.5,6.8,97.0,21.1,0.1,A,4.0,1855000.0,1700,386,132365,517,13
455,2024-10-13 15:15:47.601,48.201756,16.338831,-81.1,-12.9,-47.7,8.2,96.0,24.9,0.1,A,4.0,1855000.0,1700,386,132365,517,13
456,2024-10-13 15:15:48.105,48.201756,16.338831,-80.8,-13.0,-47.7,8.6,96.0,14.3,0.1,A,4.0,1855000.0,1700,386,132365,517,13
457,2024-10-13 15:15:48.616,48.201756,16.338831,-81.1,-13.9,-46.9,7.3,96.0,22.7,0.1,A,4.0,1855000.0,1700,386,132365,517,13
459,2024-10-13 15:15:49.121,48.201756,16.338831,-81.1,-14.0,-47.1,7.0,96.0,22.2,0.1,A,4.0,1855000.0,1700,386,132365,517,13
460,2024-10-13 15:15:49.636,48.201756,16.338831,-80.5,-14.1,-46.4,2.1,96.0,23.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
461,2024-10-13 15:15:50.141,48.201756,16.338831,-80.6,-13.6,-47.1,6.2,96.0,29.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
462,2024-10-13 15:15:50.643,48.201756,16.338831,-81.5,-13.5,-47.7,5.0,96.0,22.3,0.1,A,4.0,1855000.0,1700,386,132365,517,13
463,2024-10-13 15:15:51.163,48.201756,16.338831,-81.3,-14.0,-46.9,10.7,96.0,32.0,0.1,A,4.0,1855000.0,1700,386,132365,517,13
464,2024-10-13 15:15:51.670,48.201756,16.338831,-81.1,-13.2,-47.7,7.6,96.0,32.7,0.1,A,4.0,1855000.0,1700,386,132365,517,13
466,2024-10-13 15:15:52.172,48.201756,16.338831,-81.2,-12.6,-47.7,10.1,96.0,32.5,0.1,A,4.0,1855000.0,1700,386,132365,517,13
467,2024-10-13 15:15:52.672,48.201756,16.338831,-80.8,-14.5,-45.9,-0.8,96.0,36.9,0.1,A,3.0,1855000.0,1700,386,132365,517,13
468,2024-10-13 15:15:53.185,48.201756,16.338831,-81.4,-13.0,-47.9,8.9,96.0,31.8,0.1,A,3.0,1855000.0,1700,386,132365,517,13
469,2024-10-13 15:15:53.695,48.201756,16.338831,-81.1,-12.3,-47.8,8.9,96.0,35.1,0.1,A,3.0,1855000.0,1700,386,132365,517,13
470,2024-10-13 15:15:54.196,48.201756,16.338831,-81.1,-15.1,-45.1,-0.9,96.0,21.6,0.1,A,3.0,1855000.0,1700,386,132365,517,13
471,2024-10-13 15:15:54.710,48.201756,16.338831,-80.3,-12.8,-46.9,9.2,96.0,22.4,0.1,A,3.0,1855000.0,1700,386,132365,517,13
473,2024-10-13 15:15:55.221,48.201756,16.338831,-78.6,-13.4,-43.4,2.8,94.0,17.9,0.0,A,3.0,1855000.0,1700,386,132365,517,13
474,2024-10-13 15:15:55.733,48.201756,16.338831,-79.1,-14.4,-44.3,-0.6,94.0,37.7,0.1,A,3.0,1855000.0,1700,386,132365,517,13
475,2024-10-13 15:15:56.249,48.201756,16.338831,-79.8,-14.5,-44.1,0.1,95.0,17.6,0.1,A,3.0,1855000.0,1700,386,132365,517,13
476,2024-10-13 15:15:56.751,48.201756,16.338831,-80.1,-14.7,-44.2,-0.4,95.0,14.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
477,2024-10-13 15:15:57.265,48.201756,16.338831,-80.3,-14.2,-44.8,0.4,95.0,16.2,0.1,A,4.0,1855000.0,1700,386,132365,517,13
478,2024-10-13 15:15:57.770,48.201756,16.338831,-80.2,-14.3,-45.0,2.3,95.0,17.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
480,2024-10-13 15:15:58.271,48.201756,16.338831,-80.0,-14.0,-44.9,0.5,95.0,16.7,0.1,A,4.0,1855000.0,1700,386,132365,517,13
481,2024-10-13 15:15:58.804,48.201756,16.338831,-80.2,-13.3,-45.2,0.6,95.0,17.1,0.1,A,4.0,1855000.0,1700,386,132365,517,13
482,2024-10-13 15:15:59.316,48.201756,16.338831,-79.9,-14.6,-44.1,1.0,95.0,15.0,0.1,A,4.0,1855000.0,1700,386,132365,517,13
483,2024-10-13 15:15:59.826,48.201756,16.338831,-79.4,-14.6,-44.2,-0.2,96.0,24.2,0.1,A,4.0,1855000.0,1700,386,132365,517,13
484,2024-10-13 15:16:00.329,48.201756,16.338831,-80.0,-13.5,-44.8,1.5,95.0,20.7,0.1,A,4.0,1855000.0,1700,386,132365,517,13
485,2024-10-13 15:16:00.853,48.201756,16.338831,-79.4,-13.1,-44.4,4.2,95.0,19.1,0.1,A,4.0,1855000.0,1700,386,132365,517,13
487,2024-10-13 15:16:01.353,48.201756,16.338831,-78.3,-13.1,-44.9,10.6,94.0,26.5,0.1,A,4.0,1855000.0,1700,386,132365,517,13
488,2024-10-13 15:16:01.863,48.201756,16.338831,-79.8,-14.9,-44.2,0.5,95.0,33.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
490,2024-10-13 15:16:02.375,48.201744,16.338835,-79.3,-13.9,-45.4,4.6,96.0,24.4,0.1,A,4.0,1855000.0,1700,386,132365,517,13
491,2024-10-13 15:16:02.888,48.201744,16.338835,-77.3,-12.8,-44.1,10.4,93.0,27.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
492,2024-10-13 15:16:03.393,48.201717,16.338842,-82.3,-14.6,-47.4,1.6,95.0,29.1,0.1,A,4.0,1855000.0,1700,386,132365,517,13
493,2024-10-13 15:16:03.899,48.201717,16.338842,-80.1,-15.6,-44.6,0.4,95.0,20.4,0.1,A,4.0,1855000.0,1700,386,132365,517,13
495,2024-10-13 15:16:04.414,48.201683,16.338852,-79.3,-14.0,-43.9,-1.8,96.0,21.6,0.1,A,3.0,1855000.0,1700,386,132365,517,13
496,2024-10-13 15:16:04.922,48.201683,16.338852,-80.4,-13.0,-47.4,11.7,95.0,24.9,0.1,A,4.0,1855000.0,1700,386,132365,517,13
497,2024-10-13 15:16:05.432,48.201641,16.338863,-79.6,-12.4,-46.7,10.8,96.0,14.9,0.1,A,4.0,1855000.0,1700,386,132365,517,13
498,2024-10-13 15:16:05.947,48.201641,16.338863,-79.1,-13.8,-45.3,0.8,95.0,18.4,0.1,A,4.0,1855000.0,1700,386,132365,517,13
499,2024-10-13 15:16:06.447,48.201599,16.338877,-80.4,-13.6,-45.0,3.4,96.0,30.3,0.1,A,4.0,1855000.0,1700,386,132365,517,13
500,2024-10-13 15:16:06.947,48.201599,16.338877,-77.4,-13.9,-42.3,-1.1,93.0,35.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
501,2024-10-13 15:16:07.447,48.201553,16.338888,-79.4,-10.9,-45.4,10.1,93.0,18.2,0.2,A,4.0,1855000.0,1700,386,132365,517,13
503,2024-10-13 15:16:07.965,48.201553,16.338888,-77.7,-12.1,-42.6,7.6,94.0,17.3,0.1,A,4.0,1855000.0,1700,386,132365,517,13
504,2024-10-13 15:16:08.476,48.201508,16.3389,-77.8,-14.9,-42.8,0.2,95.0,9.8,0.1,A,4.0,1855000.0,1700,386,132365,517,13
505,2024-10-13 15:16:08.992,48.201508,16.3389,-78.3,-11.2,-46.9,11.7,95.0,17.8,0.1,A,4.0,1855000.0,1700,386,132365,517,13
506,2024-10-13 15:16:09.498,48.201462,16.338909,-77.8,-14.1,-43.6,4.7,94.0,26.0,0.1,A,4.0,1855000.0,1700,386,132365,517,13
507,2024-10-13 15:16:09.998,48.201462,16.338909,-78.3,-13.8,-43.0,2.3,94.0,22.1,0.1,A,4.0,1855000.0,1700,386,132365,517,13
508,2024-10-13 15:16:10.510,48.201416,16.338917,-77.4,-12.4,-44.0,6.8,95.0,24.8,0.1,A,4.0,1855000.0,1700,386,132365,517,13
510,2024-10-13 15:16:11.017,48.201416,16.338917,-76.1,-11.0,-45.1,14.8,93.0,35.2,0.1,A,4.0,1855000.0,1700,386,132365,517,13
511,2024-10-13 15:16:11.530,48.201374,16.338923,-76.3,-13.1,-42.7,3.6,93.0,29.8,0.1,A,4.0,1855000.0,1700,386,132365,517,13
512,2024-10-13 15:16:12.043,48.201374,16.338923,-78.4,-14.3,-43.8,13.5,95.0,22.2,0.1,A,4.0,1855000.0,1700,386,132365,517,13
513,2024-10-13 15:16:12.555,48.201332,16.338928,-78.1,-15.1,-42.8,3.9,93.0,18.6,0.1,A,4.0,1855000.0,1700,386,132365,517,13
514,2024-10-13 15:16:13.067,48.201332,16.338928,-76.9,-13.9,-43.1,11.6,95.0,27.7,0.1,A,4.0,1855000.0,1700,386,132365,517,13
516,2024-10-13 15:16:13.582,48.201294,16.33893,-73.6,-11.4,-42.3,1.2,88.0,16.5,0.1,A,3.0,1855000.0,1700,385,132364,517,12
517,2024-10-13 15:16:14.085,48.201294,16.33893,-77.4,-11.6,-44.1,1.8,93.0,16.3,0.1,A,3.0,1855000.0,1700,385,132364,517,12
518,2024-10-13 15:16:14.595,48.20126,16.338934,-76.1,-12.1,-44.1,2.8,94.0,18.7,0.1,A,3.0,1855000.0,1700,385,132364,517,12
519,2024-10-13 15:16:15.100,48.20126,16.338934,-76.5,-13.1,-43.4,0.5,94.0,28.8,0.1,A,3.0,1855000.0,1700,385,132364,517,12
520,2024-10-13 15:16:15.605,48.201221,16.338938,-77.4,-12.7,-44.0,5.9,95.0,21.4,0.1,A,3.0,1855000.0,1700,385,132364,517,12
521,2024-10-13 15:16:16.105,48.201221,16.338938,-72.1,-12.6,-38.9,13.2,91.0,17.2,0.1,A,3.0,1855000.0,1700,385,132364,517,12
523,2024-10-13 15:16:16.605,48.201183,16.338943,-80.1,-16.4,-43.0,4.3,95.0,31.9,0.1,A,3.0,1855000.0,1700,385,132364,517,12
524,2024-10-13 15:16:17.105,48.201183,16.338943,-76.8,-14.4,-42.3,-3.8,95.0,26.8,0.1,A,3.0,1855000.0,1700,385,132364,517,12
525,2024-10-13 15:16:17.616,48.201141,16.338953,-74.5,-13.1,-41.5,8.5,94.0,32.4,0.1,A,3.0,1855000.0,1700,385,132364,517,12
526,2024-10-13 15:16:18.116,48.201141,16.338953,-75.2,-13.6,-41.6,3.5,95.0,29.5,0.1,A,4.0,1855000.0,1700,385,132364,517,12
527,2024-10-13 15:16:18.620,48.201099,16.338966,-75.3,-13.1,-38.8,7.0,93.0,29.1,0.1,A,4.0,1855000.0,1700,385,132364,517,12
529,2024-10-13 15:16:19.129,48.201099,16.338966,-76.2,-15.6,-40.3,3.8,95.0,35.0,0.1,A,4.0,1855000.0,1700,385,132364,517,12
530,2024-10-13 15:16:19.643,48.201057,16.338984,-76.6,-9.4,-43.7,8.2,95.0,33.1,0.1,A,4.0,1855000.0,1700,385,132364,517,12
531,2024-10-13 15:16:20.143,48.201057,16.338984,-82.4,-11.8,-44.8,2.5,94.0,35.0,0.1,A,4.0,1855000.0,1700,385,132364,517,12
532,2024-10-13 15:16:20.644,48.201015,16.338999,-77.1,-12.5,-44.6,5.4,98.0,32.2,0.1,A,4.0,1855000.0,1700,385,132364,517,12
533,2024-10-13 15:16:21.157,48.201015,16.338999,-85.3,-14.3,-48.4,4.8,97.0,33.8,0.2,A,4.0,1855000.0,1700,385,132364,517,12
534,2024-10-13 15:16:21.659,48.200974,16.339014,-83.2,-13.9,-46.3,2.1,98.0,32.3,0.1,A,4.0,1855000.0,1700,385,132364,517,12
535,2024-10-13 15:16:22.161,48.200974,16.339014,-82.3,-11.3,-50.6,2.6,98.0,23.6,0.1,A,4.0,1855000.0,1700,385,132364,517,12
537,2024-10-13 15:16:22.661,48.200932,16.339031,-81.0,-12.8,-43.7,-2.6,99.0,28.0,0.1,A,4.0,1855000.0,1700,385,132364,517,12
538,2024-10-13 15:16:23.161,48.200932,16.339031,-85.9,-15.5,-50.3,5.4,100.0,27.1,0.3,A,4.0,1855000.0,1700,385,132364,517,12
539,2024-10-13 15:16:23.665,48.200886,16.339046,-78.5,-12.6,-45.9,6.1,99.0,42.0,0.1,A,4.0,1855000.0,1700,385,132364,517,12
540,2024-10-13 15:16:24.176,48.200886,16.339046,-79.1,-13.3,-48.8,3.4,100.0,49.6,0.1,A,4.0,1855000.0,1700,385,132364,517,12
541,2024-10-13 15:16:24.677,48.200844,16.339064,-79.7,-13.0,-46.7,2.7,98.0,49.2,0.1,A,4.0,1855000.0,1700,385,132364,517,12
542,2024-10-13 15:16:25.177,48.200844,16.339064,-81.2,-13.4,-47.8,4.3,99.0,42.1,0.1,A,4.0,1855000.0,1700,385,132364,517,12
544,2024-10-13 15:16:25.679,48.200798,16.339081,-82.9,-10.9,-53.3,3.3,100.0,53.1,0.1,A,4.0,1855000.0,1700,385,132364,517,12
545,2024-10-13 15:16:26.185,48.200798,16.339081,-85.1,-15.6,-49.1,3.4,103.0,48.4,0.1,A,4.0,1855000.0,1700,385,132364,517,12
546,2024-10-13 15:16:26.699,48.200756,16.339096,-83.1,-13.4,-49.4,-1.4,101.0,48.0,0.1,A,4.0,1855000.0,1700,385,132364,517,12
547,2024-10-13 15:16:27.205,48.200756,16.339096,-85.2,-12.8,-52.1,5.9,104.0,40.8,0.1,A,4.0,1855000.0,1700,385,132364,517,12
548,2024-10-13 15:16:27.705,48.20071,16.339111,-81.5,-11.2,-49.5,5.7,104.0,41.3,0.1,A,4.0,1855000.0,1700,385,132364,517,12
549,2024-10-13 15:16:28.216,48.200668,16.339128,-82.0,-10.9,-50.5,8.4,102.0,50.2,0.1,A,4.0,1855000.0,1700,385,132364,517,12
551,2024-10-13 15:16:28.721,48.200668,16.339128,-81.1,-12.4,-53.7,8.1,102.0,52.4,0.1,A,4.0,1855000.0,1700,385,132364,517,12
552,2024-10-13 15:16:29.225,48.200623,16.339144,-84.6,-18.3,-50.7,2.9,104.0,49.3,0.1,A,4.0,1855000.0,1700,385,132364,517,12
553,2024-10-13 15:16:29.735,48.200623,16.339144,-82.6,-10.1,-52.6,10.8,104.0,46.2,0.2,A,4.0,1855000.0,1700,385,132364,517,12
554,2024-10-13 15:16:30.242,48.200577,16.339161,-86.3,-11.9,-53.8,4.6,102.0,48.1,0.1,A,5.0,1855000.0,1700,385,132364,517,12
555,2024-10-13 15:16:30.749,48.200577,16.339161,-80.4,-11.9,-50.7,7.9,101.0,42.7,0.1,A,5.0,1855000.0,1700,385,132364,517,12
556,2024-10-13 15:16:31.256,48.200535,16.339178,-80.9,-10.9,-50.1,7.8,99.0,55.3,0.1,A,5.0,1855000.0,1700,385,132364,517,12
558,2024-10-13 15:16:31.762,48.200535,16.339178,-77.7,-12.7,-50.3,8.7,103.0,56.3,0.1,A,5.0,1855000.0,1700,385,132364,517,12
560,2024-10-13 15:16:32.265,48.200493,16.339193,-80.3,-12.6,-47.3,10.4,98.0,45.9,0.2,A,5.0,1855000.0,1700,385,132364,517,12
561,2024-10-13 15:16:32.770,48.200493,16.339193,-79.1,-12.9,-47.6,12.8,98.0,60.1,0.1,A,5.0,1855000.0,1700,385,132364,517,12
562,2024-10-13 15:16:33.279,48.200451,16.339209,-82.8,-11.4,-51.4,8.6,95.0,57.3,0.1,A,5.0,1855000.0,1700,385,132364,517,12
563,2024-10-13 15:16:33.779,48.200451,16.339209,-79.8,-14.1,-46.7,11.0,99.0,54.6,0.2,A,4.0,1855000.0,1700,385,132364,517,12
564,2024-10-13 15:16:34.286,48.200409,16.339224,-84.8,-14.7,-50.1,5.1,101.0,47.9,0.2,A,5.0,1855000.0,1700,385,132364,517,12
566,2024-10-13 15:16:34.798,48.200409,16.339224,-84.3,-12.8,-51.5,-2.7,104.0,42.1,0.2,A,5.0,1855000.0,1700,385,132364,517,12
567,2024-10-13 15:16:35.303,48.200371,16.339239,-85.1,-11.8,-52.1,8.1,105.0,35.3,0.1,A,5.0,1855000.0,1700,385,132364,517,12
568,2024-10-13 15:16:35.805,48.200371,16.339239,-82.6,-11.9,-50.5,8.9,99.0,49.0,0.1,A,5.0,1855000.0,1700,385,132364,517,12
569,2024-10-13 15:16:36.308,48.200333,16.339254,-87.3,-12.9,-55.1,3.9,101.0,43.0,0.1,A,5.0,1855000.0,1700,385,132364,517,12
570,2024-10-13 15:16:36.818,48.200333,16.339254,-87.3,-14.2,-53.1,1.7,109.0,32.9,0.1,A,5.0,1855000.0,1700,385,132364,517,12
571,2024-10-13 15:16:37.325,48.200302,16.339268,-85.3,-14.1,-53.9,3.0,110.0,36.3,0.2,A,5.0,1855000.0,1700,385,132364,517,12
573,2024-10-13 15:16:37.825,48.200302,16.339268,-86.6,-12.8,-51.6,7.2,106.0,54.3,0.2,A,5.0,1855000.0,1700,385,132364,517,12
574,2024-10-13 15:16:38.332,48.200275,16.339277,-87.6,-13.1,-56.1,13.0,105.0,49.4,0.2,A,5.0,1855000.0,1700,385,132364,517,12
575,2024-10-13 15:16:38.832,48.200275,16.339277,-88.8,-13.6,-54.4,8.0,103.0,33.0,0.2,A,5.0,1855000.0,1700,385,132364,517,12
576,2024-10-13 15:16:39.340,48.200245,16.339291,-84.8,-12.3,-55.3,11.7,104.0,54.1,0.1,A,5.0,1855000.0,1700,385,132364,517,12
577,2024-10-13 15:16:39.845,48.200245,16.339291,-90.7,-12.5,-56.8,2.7,105.0,54.1,0.1,A,4.0,1855000.0,1700,385,132364,517,12
578,2024-10-13 15:16:40.352,48.200211,16.339306,-89.4,-12.5,-57.3,5.6,109.0,34.2,0.2,A,5.0,1855000.0,1700,385,132364,517,12
580,2024-10-13 15:16:40.852,48.200211,16.339306,-88.7,-13.5,-53.4,-0.9,103.0,50.7,0.1,A,5.0,1855000.0,1700,385,132364,517,12
581,2024-10-13 15:16:41.361,48.200172,16.339319,-90.3,-14.3,-59.7,4.9,110.0,40.3,0.1,A,5.0,1855000.0,1700,385,132364,517,12
582,2024-10-13 15:16:41.862,48.200172,16.339319,-89.6,-16.1,-58.7,6.0,113.0,30.9,0.1,A,5.0,1855000.0,1700,385,132364,517,12
583,2024-10-13 15:16:42.366,48.20013,16.339334,-87.3,-13.5,-53.8,5.3,109.0,40.8,0.2,A,5.0,1855000.0,1700,385,132364,517,12
584,2024-10-13 15:16:42.866,48.20013,16.339334,-90.9,-13.9,-57.0,4.0,107.0,37.0,0.1,A,5.0,1855000.0,1700,385,132364,517,12
585,2024-10-13 15:16:43.377,48.200085,16.33935,-94.1,-17.2,-56.9,-1.1,113.0,30.5,0.1,A,5.0,1855000.0,1700,385,132364,517,12
587,2024-10-13 15:16:43.881,48.200085,16.33935,-91.5,-16.1,-55.4,-0.3,112.0,27.7,0.1,A,5.0,1855000.0,1700,385,132364,517,12
588,2024-10-13 15:16:44.382,48.200039,16.339365,-91.1,-17.9,-54.5,0.5,109.0,28.4,0.1,A,5.0,1855000.0,1700,385,132364,517,12
589,2024-10-13 15:16:44.889,48.200039,16.339365,-92.4,-13.4,-58.9,3.0,107.0,35.5,0.1,A,5.0,1855000.0,1700,385,132364,517,12
590,2024-10-13 15:16:45.400,48.199993,16.339382,-86.4,-14.0,-53.3,6.3,111.0,44.6,0.1,A,5.0,1855000.0,1700,385,132364,517,12
591,2024-10-13 15:16:45.904,48.199993,16.339382,-87.6,-15.1,-53.0,5.4,109.0,53.5,0.1,A,5.0,1855000.0,1700,385,132364,517,12
592,2024-10-13 15:16:46.414,48.199947,16.339401,-91.7,-15.4,-56.3,2.2,112.0,46.0,0.1,A,5.0,1855000.0,1700,385,132364,517,12
594,2024-10-13 15:16:46.921,48.199947,16.339401,-89.2,-14.1,-56.1,6.9,110.0,46.9,0.1,A,5.0,1855000.0,1700,385,132364,517,12
595,2024-10-13 15:16:47.427,48.199898,16.33942,-90.1,-12.9,-58.1,11.7,108.0,42.6,0.1,A,5.0,1855000.0,1700,385,132364,517,12
596,2024-10-13 15:16:47.927,48.199898,16.33942,-93.1,-12.1,-61.3,6.6,109.0,40.4,0.1,A,5.0,1855000.0,1700,385,132364,517,12
597,2024-10-13 15:16:48.429,48.199848,16.339437,-87.1,-12.8,-53.0,8.5,107.0,43.6,0.2,A,5.0,1855000.0,1700,385,132364,517,12
598,2024-10-13 15:16:48.931,48.199848,16.339437,-90.0,-15.8,-54.2,3.5,107.0,43.9,0.2,A,5.0,1855000.0,1700,385,132364,517,12
599,2024-10-13 15:16:49.436,48.199799,16.339458,-89.8,-15.0,-61.4,7.5,114.0,39.7,0.1,A,5.0,1855000.0,1700,385,132364,517,12
601,2024-10-13 15:16:49.937,48.199799,16.339458,-90.9,-13.9,-57.1,5.3,109.0,38.3,0.1,A,5.0,1855000.0,1700,385,132364,517,12
602,2024-10-13 15:16:50.441,48.199753,16.339478,-91.9,-14.6,-57.3,4.9,112.0,41.5,0.2,A,5.0,1855000.0,1700,385,132364,517,12
603,2024-10-13 15:16:50.947,48.199753,16.339478,-89.3,-15.8,-59.8,3.4,112.0,30.9,0.1,A,6.0,1855000.0,1700,385,132364,517,12
604,2024-10-13 15:16:51.451,48.199707,16.339495,-87.9,-13.2,-55.4,2.2,110.0,29.8,0.2,A,6.0,1855000.0,1700,385,132364,517,12
605,2024-10-13 15:16:51.963,48.199707,16.339495,-93.6,-16.9,-56.6,-1.3,111.0,33.7,0.2,A,6.0,1855000.0,1700,385,132364,517,12
607,2024-10-13 15:16:52.463,48.199657,16.339514,-99.3,-20.5,-59.5,-4.3,117.0,17.5,0.2,A,6.0,1855000.0,1700,385,132364,517,12
608,2024-10-13 15:16:52.963,48.199657,16.339514,-93.6,-15.4,-60.3,1.6,110.0,19.9,0.3,A,5.0,1855000.0,1700,386,132365,517,13
609,2024-10-13 15:16:53.483,48.199612,16.339531,-98.2,-18.5,-59.1,0.7,115.0,24.8,0.3,A,6.0,1855000.0,1700,386,132365,517,13
610,2024-10-13 15:16:53.987,48.199612,16.339531,-96.4,-15.8,-60.7,6.5,113.0,26.4,0.4,A,6.0,1855000.0,1700,386,132365,517,13
611,2024-10-13 15:16:54.502,48.199562,16.339546,-94.1,-12.9,-61.3,3.8,114.0,36.4,0.2,A,6.0,1855000.0,1700,386,132365,517,13
612,2024-10-13 15:16:55.016,48.199562,16.339546,-92.5,-14.3,-58.7,7.7,113.0,34.3,0.2,A,6.0,1855000.0,1700,386,132365,517,13
614,2024-10-13 15:16:55.520,48.199516,16.339563,-91.1,-14.7,-56.9,10.6,111.0,44.5,0.1,A,6.0,1855000.0,1700,386,132365,517,13
615,2024-10-13 15:16:56.024,48.199516,16.339563,-89.2,-13.1,-56.2,10.6,112.0,42.1,0.1,A,6.0,1855000.0,1700,386,132365,517,13
616,2024-10-13 15:16:56.524,48.199467,16.339582,-90.1,-13.4,-55.5,11.9,109.0,43.9,0.2,A,6.0,1855000.0,1700,386,132365,517,13
617,2024-10-13 15:16:57.033,48.199467,16.339582,-93.6,-15.3,-58.3,5.1,110.0,28.0,0.1,A,6.0,1855000.0,1700,386,132365,517,13
618,2024-10-13 15:16:57.538,48.199421,16.339598,-91.6,-13.1,-58.4,9.3,111.0,28.7,0.1,A,6.0,1855000.0,1700,386,132365,517,13
619,2024-10-13 15:16:58.051,48.199421,16.339598,-92.6,-13.1,-59.5,7.1,112.0,30.2,0.1,A,6.0,1855000.0,1700,386,132365,517,13
621,2024-10-13 15:16:58.552,48.199375,16.339615,-91.8,-13.6,-58.2,8.5,114.0,32.0,0.1,A,7.0,1855000.0,1700,386,132365,517,13
622,2024-10-13 15:16:59.052,48.199375,16.339615,-93.2,-14.5,-57.9,6.0,111.0,26.7,0.1,A,7.0,1855000.0,1700,386,132365,517,13
623,2024-10-13 15:16:59.552,48.199329,16.339632,-92.6,-14.7,-58.6,5.0,109.0,27.3,0.2,A,7.0,1855000.0,1700,386,132365,517,13
624,2024-10-13 15:17:00.053,48.199329,16.339632,-96.8,-15.4,-55.6,1.9,112.0,27.1,0.2,A,7.0,1855000.0,1700,386,132365,517,13
625,2024-10-13 15:17:00.563,48.199287,16.339651,-91.8,-13.1,-58.5,3.8,109.0,12.2,0.6,A,6.0,1855000.0,1700,290,163341,638,13
626,2024-10-13 15:17:01.070,48.199287,16.339651,-86.5,-13.6,-57.7,9.5,108.0,31.3,0.3,A,5.0,1855000.0,1700,290,163341,638,13
627,2024-10-13 15:17:01.570,48.199238,16.33967,-83.2,-12.9,-54.6,13.9,106.0,43.4,0.2,A,5.0,1855000.0,1700,290,163341,638,13
629,2024-10-13 15:17:02.072,48.199238,16.33967,-87.7,-14.3,-53.4,7.0,106.0,44.9,0.2,A,5.0,1855000.0,1700,290,163341,638,13
630,2024-10-13 15:17:02.581,48.199192,16.339689,-89.2,-13.9,-55.4,8.8,105.0,34.7,0.2,A,5.0,1855000.0,1700,290,163341,638,13
632,2024-10-13 15:17:03.091,48.199192,16.339689,-90.9,-14.4,-57.9,9.0,109.0,34.7,0.1,A,6.0,1855000.0,1700,290,163341,638,13
633,2024-10-13 15:17:03.602,48.199146,16.339708,-84.2,-12.4,-53.5,12.9,105.0,43.0,0.2,A,6.0,1855000.0,1700,290,163341,638,13
634,2024-10-13 15:17:04.109,48.199146,16.339708,-82.2,-12.1,-50.1,10.4,102.0,48.7,0.2,A,6.0,1855000.0,1700,290,163341,638,13
635,2024-10-13 15:17:04.616,48.199097,16.339727,-82.1,-13.6,-48.1,7.9,98.0,39.9,0.2,A,6.0,1855000.0,1700,290,163341,638,13
637,2024-10-13 15:17:05.123,48.199097,16.339727,-79.5,-12.7,-46.8,15.8,96.0,52.0,0.2,A,5.0,1855000.0,1700,290,163341,638,13
638,2024-10-13 15:17:05.626,48.199051,16.339745,-82.6,-12.3,-50.1,7.6,98.0,53.4,0.2,A,5.0,1855000.0,1700,290,163341,638,13
639,2024-10-13 15:17:06.139,48.199051,16.339745,-85.3,-14.1,-50.3,9.8,103.0,48.3,0.2,A,5.0,1855000.0,1700,290,163341,638,13
640,2024-10-13 15:17:06.643,48.199001,16.339766,-86.6,-13.4,-53.1,7.2,103.0,45.0,0.2,A,5.0,1855000.0,1700,290,163341,638,13
641,2024-10-13 15:17:07.158,48.199001,16.339766,-88.2,-12.9,-55.3,5.7,105.0,40.6,0.2,A,5.0,1855000.0,1700,290,163341,638,13
642,2024-10-13 15:17:07.666,48.198956,16.339785,-82.9,-13.1,-53.1,6.2,104.0,38.1,0.3,A,5.0,1855000.0,1700,290,163341,638,13
644,2024-10-13 15:17:08.168,48.198956,16.339785,-87.4,-12.4,-53.8,2.6,103.0,35.6,0.2,A,5.0,1855000.0,1700,290,163341,638,13
645,2024-10-13 15:17:08.677,48.198906,16.339804,-85.3,-15.1,-53.8,6.2,105.0,32.6,0.1,A,5.0,1855000.0,1700,290,163341,638,13
646,2024-10-13 15:17:09.181,48.198906,16.339804,-87.6,-13.4,-54.3,7.0,104.0,27.9,0.1,A,5.0,1855000.0,1700,290,163341,638,13
647,2024-10-13 15:17:09.686,48.198856,16.339823,-89.3,-13.5,-53.6,8.1,105.0,37.3,0.2,A,5.0,1855000.0,1700,290,163341,638,13
648,2024-10-13 15:17:10.201,48.198856,16.339823,-87.2,-11.8,-54.4,5.7,105.0,36.8,0.3,A,4.0,1855000.0,1700,290,163341,638,13
649,2024-10-13 15:17:10.715,48.198811,16.33984,-89.5,-14.1,-54.4,7.0,104.0,35.1,0.2,A,5.0,1855000.0,1700,290,163341,638,13
651,2024-10-13 15:17:11.216,48.198765,16.339859,-86.4,-13.6,-53.3,9.3,104.0,38.3,0.2,A,5.0,1855000.0,1700,290,163341,638,13
652,2024-10-13 15:17:11.718,48.198765,16.339859,-89.6,-13.3,-53.6,7.6,104.0,30.0,0.2,A,5.0,1855000.0,1700,290,163341,638,13
653,2024-10-13 15:17:12.220,48.198723,16.339876,-87.5,-12.4,-55.1,4.4,104.0,29.1,0.2,A,5.0,1855000.0,1700,290,163341,638,13
