measurement_id,time,latitude,longitude,rsrp_dbm,rsrq_db,rssi_dbm,sinr_db,pathloss_db,dl_throughput_mbps,ul_throughput_mbps,operator,timing_advance,frequency_khz,channel_number,pci,cell_id,enb_id,sector_id
2525,2024-10-13 15:30:55.726,48.200344,16.341879,-108.6,-16.4,-71.1,4.5,122.0,32.2,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2526,2024-10-13 15:30:56.236,48.200344,16.341961,-108.9,-16.6,-70.8,4.6,124.0,26.7,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2527,2024-10-13 15:30:56.742,48.200344,16.341961,-109.9,-15.0,-74.1,4.2,124.0,24.7,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2528,2024-10-13 15:30:57.244,48.200344,16.342043,-107.5,-17.3,-70.3,3.4,124.0,28.8,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2529,2024-10-13 15:30:57.750,48.200344,16.342043,-107.6,-17.5,-69.4,4.7,125.0,26.4,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2531,2024-10-13 15:30:58.266,48.200344,16.342121,-111.3,-16.8,-74.6,2.0,125.0,28.2,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2532,2024-10-13 15:30:58.796,48.200344,16.342121,-110.2,-15.1,-74.3,2.8,124.0,16.7,0.1,A,8.0,2630000.0,2850,385,132354,517,2
2533,2024-10-13 15:00:27.821,48.197758,16.371103,-81.1,-16.0,-44.4,19.5,102.0,102.1,0.3,A,,2630000.0,2850,354,100097,391,1
2534,2024-10-13 15:30:59.296,48.200344,16.342203,-109.9,-21.3,-68.6,-5.7,125.0,7.3,0.3,A,8.0,2630000.0,2850,385,132354,517,2
2535,2024-10-13 15:30:59.803,48.200344,16.342203,-111.5,-18.6,-69.8,-1.4,126.0,6.7,0.2,A,8.0,2630000.0,2850,385,132354,517,2
2536,2024-10-13 15:31:00.306,48.20034,16.342283,-110.4,-14.7,-76.6,-2.2,126.0,4.0,0.2,A,8.0,1872100.0,1871,369,518677,2026,21
2537,2024-10-13 15:31:00.809,48.20034,16.342283,-109.6,-15.3,-75.6,-3.7,125.0,6.5,0.2,A,9.0,1872100.0,1871,369,518677,2026,21
2538,2024-10-13 15:31:01.333,48.20034,16.342365,-110.3,-16.1,-75.4,-3.7,126.0,5.0,0.1,A,10.0,1872100.0,1871,369,518677,2026,21
2541,2024-10-13 15:31:02.911,48.20034,16.342445,-108.8,-18.6,-68.3,-5.2,129.0,0.8,0.0,A,7.0,801000.0,6250,301,129799,507,7
2542,2024-10-13 15:31:03.438,48.200344,16.342525,-110.9,-18.9,-69.3,-4.3,130.0,2.4,0.1,A,8.0,801000.0,6250,301,129799,507,7
2543,2024-10-13 15:00:28.322,48.19775,16.371042,-83.6,-16.6,-50.1,18.1,104.0,98.7,0.3,A,,2630000.0,2850,354,100097,391,1
2544,2024-10-13 15:31:03.959,48.200344,16.342525,-111.1,-18.8,-69.5,-6.8,130.0,2.1,0.1,A,8.0,801000.0,6250,301,129799,507,7
2545,2024-10-13 15:31:04.468,48.20034,16.342607,-111.1,-19.1,-68.9,-3.2,131.0,1.7,0.1,A,8.0,801000.0,6250,301,129799,507,7
2546,2024-10-13 15:31:04.969,48.20034,16.342607,-108.1,-17.8,-70.3,-7.8,131.0,0.5,0.1,A,7.0,801000.0,6250,302,129800,507,8
2547,2024-10-13 15:31:05.483,48.20034,16.342686,-106.9,-14.8,-72.2,1.1,124.0,1.3,0.1,A,8.0,2630000.0,2850,302,129795,507,3
2548,2024-10-13 15:31:05.987,48.20034,16.342686,-108.1,-12.2,-72.3,-2.7,123.0,6.6,0.1,A,9.0,2630000.0,2850,302,129795,507,3
2549,2024-10-13 15:31:06.488,48.20034,16.342758,-109.6,-14.9,-72.7,1.0,122.0,6.2,0.1,A,,2630000.0,2850,302,129795,507,3
2550,2024-10-13 15:31:07.015,48.20034,16.342758,-110.3,-18.5,-71.9,0.7,125.0,6.4,0.1,A,,2630000.0,2850,302,129795,507,3
2551,2024-10-13 15:00:28.822,48.19775,16.371042,-87.0,-17.5,-52.2,12.8,105.0,97.2,0.3,A,,2630000.0,2850,354,100097,391,1
2552,2024-10-13 15:31:07.523,48.200344,16.342825,-108.4,-16.9,-72.3,-0.9,125.0,18.3,0.2,A,,2630000.0,2850,302,129795,507,3
2553,2024-10-13 15:31:08.023,48.200344,16.342825,-106.6,-18.9,-71.4,-7.3,125.0,11.5,0.1,A,8.0,1855000.0,1700,412,167180,653,12
2554,2024-10-13 15:31:08.554,48.200344,16.342884,-109.7,-20.0,-74.4,-5.6,129.0,3.1,0.5,A,6.0,1855000.0,1700,412,167180,653,12
2555,2024-10-13 15:31:09.062,48.200344,16.342884,-103.3,-17.1,-66.1,-6.4,120.0,4.2,0.4,A,5.0,801000.0,6250,35,1629704,6366,8
2556,2024-10-13 15:31:09.614,48.200344,16.342936,-99.7,-11.7,-68.1,-2.3,119.0,0.4,0.4,A,4.0,801000.0,6250,35,1629704,6366,8
2557,2024-10-13 15:31:10.144,48.200344,16.342936,-98.9,-15.9,-63.0,1.2,117.0,0.0,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2558,2024-10-13 15:31:10.649,48.200348,16.342981,-99.0,-14.0,-64.9,-0.7,117.0,0.0,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2559,2024-10-13 15:00:29.324,48.19775,16.370981,-87.1,-14.6,-53.1,14.2,105.0,89.5,0.3,A,,2630000.0,2850,354,100097,391,1
2560,2024-10-13 15:31:11.155,48.200348,16.342981,-101.2,-15.4,-64.7,-1.7,115.0,0.0,0.0,A,4.0,801000.0,6250,35,1629704,6366,8
2561,2024-10-13 15:31:11.719,48.200348,16.343029,-96.9,-12.1,-64.8,-1.1,115.0,0.0,0.0,A,4.0,801000.0,6250,35,1629704,6366,8
2562,2024-10-13 15:31:12.280,48.200348,16.343073,-97.1,-12.6,-64.3,1.2,113.0,0.0,0.0,A,4.0,801000.0,6250,35,1629704,6366,8
2563,2024-10-13 15:31:12.803,48.200348,16.343073,-96.4,-12.7,-63.7,0.2,113.0,0.0,0.0,A,4.0,801000.0,6250,35,1629704,6366,8
2564,2024-10-13 15:31:13.307,48.200348,16.343117,-91.8,-11.9,-59.8,4.3,110.0,8.5,0.1,A,3.0,801000.0,6250,35,1629704,6366,8
2565,2024-10-13 15:31:13.816,48.200348,16.343117,-93.4,-12.5,-60.8,9.2,109.0,26.2,0.2,A,3.0,801000.0,6250,35,1629704,6366,8
2566,2024-10-13 15:31:14.319,48.200348,16.343153,-91.9,-12.8,-58.6,5.4,109.0,32.4,0.2,A,3.0,801000.0,6250,35,1629704,6366,8
2567,2024-10-13 15:31:14.831,48.200348,16.343153,-88.1,-12.8,-55.3,6.6,107.0,28.4,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2568,2024-10-13 15:31:15.346,48.200348,16.343178,-88.0,-12.3,-55.6,5.5,104.0,30.9,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2569,2024-10-13 15:00:29.825,48.19775,16.370981,-86.0,-16.7,-48.9,16.6,103.0,91.5,0.3,A,,2630000.0,2850,354,100097,391,1
2570,2024-10-13 15:31:15.846,48.200348,16.343178,-88.6,-13.8,-54.8,4.5,104.0,27.2,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2571,2024-10-13 15:31:16.348,48.200348,16.343193,-86.5,-11.8,-54.3,6.2,102.0,30.5,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2572,2024-10-13 15:31:16.852,48.200348,16.343193,-89.8,-13.4,-56.4,3.5,104.0,28.2,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2573,2024-10-13 15:31:17.365,48.200348,16.343212,-85.2,-12.3,-52.7,7.0,102.0,36.2,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2574,2024-10-13 15:31:17.877,48.200348,16.343212,-92.8,-11.4,-60.9,6.4,108.0,33.3,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2575,2024-10-13 15:31:18.391,48.200352,16.343245,-93.0,-12.1,-60.9,5.3,107.0,34.6,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2576,2024-10-13 15:31:18.892,48.200352,16.343245,-84.4,-11.5,-52.8,8.6,102.0,24.6,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2577,2024-10-13 15:31:19.402,48.200356,16.343288,-88.0,-12.2,-53.8,10.1,102.0,31.3,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2578,2024-10-13 15:31:19.909,48.200356,16.343288,-89.5,-13.1,-55.8,8.5,101.0,38.1,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2579,2024-10-13 15:31:20.419,48.200359,16.343338,-87.3,-8.1,-59.1,7.3,101.0,33.0,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2580,2024-10-13 15:31:20.920,48.200359,16.343338,-93.3,-11.8,-61.4,7.9,102.0,26.7,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2581,2024-10-13 15:00:30.331,48.19775,16.370918,-90.6,-16.0,-54.6,14.0,104.0,95.4,0.3,A,5.0,2630000.0,2850,354,100097,391,1
2582,2024-10-13 15:31:21.431,48.200363,16.343391,-91.2,-13.1,-58.1,3.7,104.0,32.5,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2584,2024-10-13 15:31:21.938,48.200363,16.343391,-91.3,-13.9,-57.4,4.6,105.0,26.7,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2585,2024-10-13 15:31:22.447,48.200367,16.343447,-95.6,-13.1,-60.9,-2.0,108.0,20.3,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2586,2024-10-13 15:31:22.951,48.200367,16.343447,-96.0,-14.1,-62.0,-2.2,108.0,15.0,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2587,2024-10-13 15:31:23.456,48.200371,16.343508,-95.7,-16.4,-59.2,-2.5,110.0,11.9,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2588,2024-10-13 15:31:23.966,48.200371,16.343508,-92.3,-13.8,-58.4,0.3,109.0,11.3,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2589,2024-10-13 15:31:24.467,48.200371,16.343575,-94.8,-16.1,-58.7,-1.7,110.0,9.7,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2590,2024-10-13 15:31:24.971,48.200371,16.343575,-93.1,-15.4,-57.7,1.3,110.0,10.5,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2591,2024-10-13 15:31:25.474,48.200371,16.343643,-95.3,-14.9,-58.8,-1.3,110.0,9.8,0.2,A,4.0,801000.0,6250,35,1629704,6366,8
2592,2024-10-13 15:31:25.986,48.200371,16.343643,-98.3,-16.9,-59.7,-3.8,111.0,9.3,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2593,2024-10-13 15:00:30.836,48.19775,16.370918,-91.7,-17.3,-52.3,8.4,109.0,80.7,0.3,A,,2630000.0,2850,354,100097,391,1
2594,2024-10-13 15:31:26.500,48.200371,16.343714,-98.0,-17.4,-59.9,-3.4,112.0,6.5,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2595,2024-10-13 15:31:27.007,48.200371,16.343714,-97.3,-16.6,-60.7,-0.6,113.0,6.8,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2596,2024-10-13 15:31:27.526,48.200375,16.343786,-97.8,-16.8,-61.0,-2.3,113.0,7.0,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2597,2024-10-13 15:31:28.045,48.200375,16.343786,-98.8,-17.7,-61.1,-4.3,114.0,6.7,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2598,2024-10-13 15:31:28.555,48.200375,16.343859,-102.4,-18.4,-63.1,-4.8,116.0,4.6,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2599,2024-10-13 15:31:29.060,48.200375,16.343859,-102.8,-18.8,-64.1,-4.6,117.0,5.3,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2600,2024-10-13 15:31:29.569,48.200375,16.343933,-101.6,-17.5,-63.6,-5.0,118.0,4.7,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2601,2024-10-13 15:31:30.074,48.200375,16.343933,-105.5,-19.4,-65.6,-5.1,119.0,3.8,0.1,A,4.0,801000.0,6250,35,1629704,6366,8
2602,2024-10-13 15:31:30.590,48.200375,16.344007,-97.2,-15.8,-61.4,2.1,118.0,3.3,0.3,A,4.0,801000.0,6250,33,1629702,6366,6
2603,2024-10-13 15:31:31.097,48.200375,16.344007,-100.1,-15.7,-64.3,-0.3,116.0,5.5,0.2,A,3.0,801000.0,6250,33,1629702,6366,6
2604,2024-10-13 15:00:31.339,48.19775,16.370857,-88.3,-17.1,-51.2,16.3,105.0,84.7,0.3,A,,2630000.0,2850,354,100097,391,1
2605,2024-10-13 15:31:31.602,48.200375,16.344082,-102.2,-13.6,-66.8,-1.2,116.0,6.0,0.1,A,4.0,801000.0,6250,33,1629702,6366,6
2606,2024-10-13 15:31:32.141,48.200375,16.344082,-103.2,-16.0,-67.1,-0.5,119.0,7.3,0.1,A,4.0,801000.0,6250,33,1629702,6366,6
2607,2024-10-13 15:31:32.641,48.200375,16.344158,-102.8,-17.9,-64.5,-2.0,119.0,2.3,0.1,A,4.0,801000.0,6250,33,1629702,6366,6
2608,2024-10-13 15:31:33.155,48.200375,16.344158,-103.9,-19.6,-64.3,-4.8,121.0,3.5,0.1,A,4.0,801000.0,6250,33,1629702,6366,6
2609,2024-10-13 15:31:33.656,48.200375,16.344233,-107.8,-14.6,-73.1,1.9,124.0,3.0,0.1,A,6.0,2630000.0,2850,302,129795,507,3
2610,2024-10-13 15:31:34.156,48.200375,16.344233,-107.9,-16.1,-70.8,0.5,127.0,15.8,0.3,A,8.0,2630000.0,2850,302,129795,507,3
2611,2024-10-13 15:31:34.664,48.200371,16.344307,-108.8,-15.6,-72.9,1.1,124.0,11.8,0.1,A,8.0,2630000.0,2850,302,129795,507,3
2612,2024-10-13 15:31:35.190,48.200371,16.344307,-105.6,-10.4,-69.4,1.4,123.0,11.1,0.3,A,8.0,2630000.0,2850,302,129795,507,3
2613,2024-10-13 15:31:35.738,48.200371,16.344381,-105.8,-17.7,-68.1,-0.9,122.0,11.7,0.2,A,8.0,2630000.0,2850,302,129795,507,3
2614,2024-10-13 15:00:31.847,48.19775,16.370857,-88.3,-17.5,-50.8,12.6,106.0,94.9,0.3,A,,2630000.0,2850,354,100097,391,1
2615,2024-10-13 15:31:36.256,48.200367,16.344454,-110.1,-17.6,-71.8,-2.0,122.0,8.5,0.1,A,8.0,2630000.0,2850,302,129795,507,3
2616,2024-10-13 15:31:36.771,48.200367,16.344454,-109.1,-16.4,-72.7,-2.3,124.0,5.4,0.1,A,8.0,2630000.0,2850,302,129795,507,3
2617,2024-10-13 15:31:37.284,48.200363,16.344526,-108.5,-16.1,-72.4,-1.2,125.0,15.4,0.2,A,8.0,2630000.0,2850,302,129795,507,3
2618,2024-10-13 15:31:37.798,48.200363,16.344526,-110.0,-16.3,-70.4,-2.8,124.0,14.3,0.2,A,,2630000.0,2850,302,129795,507,3
2619,2024-10-13 15:31:38.302,48.200363,16.344603,-104.3,-15.3,-69.1,-2.7,123.0,10.9,0.1,A,,2630000.0,2850,302,129795,507,3
2620,2024-10-13 15:31:38.802,48.200363,16.344603,-108.8,-15.9,-71.9,-1.5,124.0,12.9,0.2,A,,2630000.0,2850,302,129795,507,3
2621,2024-10-13 15:31:39.308,48.200359,16.344677,-110.3,-21.4,-68.2,-5.9,125.0,8.2,0.1,A,7.0,801000.0,6250,35,1629704,6366,8
2622,2024-10-13 15:31:39.825,48.200359,16.344677,-113.4,-22.9,-66.9,-7.5,127.0,1.9,0.1,A,6.0,801000.0,6250,35,1629704,6366,8
2623,2024-10-13 15:00:32.348,48.197754,16.370792,-88.6,-16.8,-50.6,15.3,108.0,73.6,0.3,A,4.0,2630000.0,2850,354,100097,391,1
2624,2024-10-13 15:31:40.347,48.200359,16.344751,-106.1,-16.3,-68.5,-2.5,123.0,2.6,0.1,A,5.0,801000.0,6250,302,129800,507,8
2625,2024-10-13 15:31:40.854,48.200359,16.344751,-106.1,-17.4,-67.6,-0.3,122.0,5.9,0.2,A,6.0,801000.0,6250,302,129800,507,8
2626,2024-10-13 15:31:41.355,48.200359,16.344818,-104.2,-16.9,-67.3,-3.7,121.0,5.8,0.2,A,,801000.0,6250,302,129800,507,8
2627,2024-10-13 15:31:41.873,48.200359,16.344818,-103.3,-15.9,-66.9,-0.1,121.0,5.5,0.1,A,,801000.0,6250,302,129800,507,8
2628,2024-10-13 15:31:42.373,48.200359,16.344875,-105.2,-18.0,-66.1,-2.6,121.0,5.3,0.1,A,,801000.0,6250,302,129800,507,8
2629,2024-10-13 15:31:42.887,48.200359,16.344875,-98.8,-14.6,-63.6,1.7,114.0,5.4,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2630,2024-10-13 15:00:32.848,48.197754,16.370792,-84.8,-16.1,-46.5,16.7,104.0,90.4,0.3,A,,2630000.0,2850,354,100097,391,1
2631,2024-10-13 15:31:43.392,48.200359,16.344923,-94.6,-12.5,-61.8,2.7,115.0,14.2,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2632,2024-10-13 15:31:43.892,48.200359,16.344923,-96.4,-13.8,-62.7,-0.5,115.0,11.4,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2633,2024-10-13 15:31:44.399,48.200356,16.344965,-94.9,-13.6,-61.4,0.1,114.0,9.6,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2634,2024-10-13 15:31:44.899,48.200356,16.344965,-94.4,-11.5,-62.9,2.0,115.0,9.9,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2635,2024-10-13 15:31:45.409,48.200352,16.344997,-92.8,-14.4,-58.4,1.0,113.0,8.9,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2636,2024-10-13 15:31:45.913,48.200352,16.344997,-92.2,-13.7,-58.5,1.4,113.0,12.6,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2638,2024-10-13 15:31:46.427,48.200336,16.345022,-93.2,-13.2,-60.0,5.5,112.0,15.4,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2639,2024-10-13 15:31:46.932,48.200336,16.345022,-91.5,-13.5,-58.0,2.5,111.0,18.1,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2640,2024-10-13 15:31:47.438,48.200317,16.345041,-91.3,-12.5,-58.7,4.6,110.0,19.4,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2641,2024-10-13 15:00:33.349,48.197758,16.370729,-83.8,-15.9,-46.6,19.3,102.0,92.9,0.3,A,5.0,2630000.0,2850,354,100097,391,1
2642,2024-10-13 15:31:47.949,48.200317,16.345041,-90.2,-11.2,-56.8,4.8,110.0,18.0,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2643,2024-10-13 15:31:48.458,48.200298,16.345051,-91.1,-13.4,-57.2,3.1,110.0,23.4,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2644,2024-10-13 15:31:48.961,48.200298,16.345051,-90.7,-13.4,-56.5,8.4,106.0,19.7,0.3,A,4.0,801000.0,6250,33,1629702,6366,6
2645,2024-10-13 15:31:49.465,48.200275,16.345051,-89.4,-11.8,-57.7,7.1,106.0,33.5,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2646,2024-10-13 15:31:49.972,48.200275,16.345051,-91.2,-12.2,-58.3,9.6,106.0,35.0,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2647,2024-10-13 15:31:50.476,48.200241,16.345051,-88.0,-11.4,-56.6,8.0,106.0,28.0,0.3,A,4.0,801000.0,6250,33,1629702,6366,6
2648,2024-10-13 15:31:50.990,48.200241,16.345051,-89.8,-12.3,-57.5,11.9,104.0,37.1,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2649,2024-10-13 15:31:51.502,48.200203,16.345049,-89.5,-11.8,-56.2,13.4,105.0,34.1,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2650,2024-10-13 15:31:52.002,48.200203,16.345049,-91.1,-13.2,-57.9,8.8,105.0,34.3,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2651,2024-10-13 15:00:33.852,48.197758,16.370729,-87.4,-15.5,-51.1,17.1,101.0,87.7,0.3,A,,2630000.0,2850,354,100097,391,1
2652,2024-10-13 15:31:52.503,48.200157,16.345049,-90.8,-11.9,-58.0,12.9,106.0,31.5,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2653,2024-10-13 15:31:53.009,48.200157,16.345049,-86.2,-11.3,-54.9,19.3,104.0,48.6,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2654,2024-10-13 15:31:53.521,48.200108,16.345051,-87.8,-11.4,-56.4,12.8,102.0,52.6,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2655,2024-10-13 15:31:54.024,48.200108,16.345051,-86.8,-11.0,-54.9,15.1,102.0,49.6,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2656,2024-10-13 15:31:54.533,48.200058,16.345053,-85.6,-10.5,-53.4,13.9,101.0,52.2,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2657,2024-10-13 15:31:55.039,48.200058,16.345053,-79.9,-12.1,-47.1,18.4,96.0,75.0,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2658,2024-10-13 15:31:55.548,48.200008,16.345055,-85.5,-12.1,-52.4,15.4,98.0,63.2,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2659,2024-10-13 15:31:56.054,48.200008,16.345055,-83.2,-10.6,-51.3,18.6,99.0,71.5,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2660,2024-10-13 15:00:34.353,48.197765,16.370665,-88.4,-16.4,-51.9,16.2,103.0,100.8,0.3,A,,2630000.0,2850,354,100097,391,1
2661,2024-10-13 15:31:56.560,48.199955,16.345057,-84.7,-11.7,-53.0,12.2,100.0,57.4,0.3,A,5.0,801000.0,6250,33,1629702,6366,6
2662,2024-10-13 15:31:57.067,48.199955,16.345057,-82.9,-10.8,-50.7,17.3,99.0,28.2,0.6,A,5.0,801000.0,6250,33,1629702,6366,6
2663,2024-10-13 15:31:57.584,48.199905,16.34506,-86.1,-11.3,-54.3,10.7,100.0,67.8,0.4,A,5.0,801000.0,6250,33,1629702,6366,6
2664,2024-10-13 15:31:58.088,48.199905,16.34506,-85.9,-12.6,-53.3,19.8,101.0,57.0,0.2,A,5.0,801000.0,6250,33,1629702,6366,6
2665,2024-10-13 15:31:58.589,48.199852,16.345064,-83.9,-11.9,-51.6,15.9,101.0,45.3,1.4,A,5.0,801000.0,6250,33,1629702,6366,6
2666,2024-10-13 15:31:59.091,48.199852,16.345064,-84.8,-11.7,-51.4,15.8,100.0,69.1,3.9,A,5.0,801000.0,6250,33,1629702,6366,6
2667,2024-10-13 15:31:59.599,48.199799,16.345066,-84.3,-12.4,-51.4,10.4,101.0,58.4,1.3,A,4.0,801000.0,6250,33,1629702,6366,6
2668,2024-10-13 15:32:00.116,48.199799,16.345066,-85.6,-11.8,-53.8,10.1,100.0,39.7,0.5,A,4.0,801000.0,6250,33,1629702,6366,6
2669,2024-10-13 15:32:00.621,48.199749,16.34507,-84.4,-12.4,-52.0,9.0,99.0,44.5,0.4,A,3.0,801000.0,6250,33,1629702,6366,6
2670,2024-10-13 15:32:01.127,48.199749,16.34507,-83.5,-12.7,-50.8,13.7,99.0,49.0,0.7,A,4.0,801000.0,6250,33,1629702,6366,6
2671,2024-10-13 15:00:34.859,48.197765,16.370665,-82.3,-15.9,-45.8,21.1,105.0,105.5,0.3,A,4.0,2630000.0,2850,354,100097,391,1
2672,2024-10-13 15:32:01.642,48.199699,16.345074,-83.0,-12.5,-48.6,13.0,99.0,42.5,0.5,A,4.0,801000.0,6250,33,1629702,6366,6
2673,2024-10-13 15:32:02.144,48.199699,16.345074,-82.1,-10.5,-51.6,15.9,97.0,53.7,0.4,A,4.0,801000.0,6250,33,1629702,6366,6
2674,2024-10-13 15:32:02.650,48.199654,16.345078,-79.1,-10.1,-49.1,22.6,96.0,58.5,0.6,A,4.0,801000.0,6250,33,1629702,6366,6
2675,2024-10-13 15:32:03.156,48.199654,16.345078,-80.6,-12.0,-48.3,13.9,95.0,70.1,0.6,A,4.0,801000.0,6250,33,1629702,6366,6
2676,2024-10-13 15:32:03.684,48.199608,16.345079,-77.9,-10.9,-47.0,16.9,94.0,65.5,0.6,A,4.0,801000.0,6250,33,1629702,6366,6
2677,2024-10-13 15:32:04.188,48.199608,16.345079,-84.1,-16.8,-46.3,17.3,103.0,55.0,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2678,2024-10-13 15:32:04.688,48.199562,16.345081,-80.8,-17.0,-43.2,17.9,103.0,82.5,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2679,2024-10-13 15:32:05.201,48.199562,16.345081,-82.8,-16.9,-46.0,12.6,101.0,68.7,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2680,2024-10-13 15:32:05.702,48.199524,16.345083,-81.6,-17.6,-44.1,19.7,101.0,75.6,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2681,2024-10-13 15:32:06.210,48.19949,16.345087,-80.5,-17.9,-42.6,10.5,100.0,62.6,0.1,A,3.0,2630000.0,2850,33,1629697,6366,1
2682,2024-10-13 15:32:06.717,48.19949,16.345087,-78.8,-17.5,-41.3,13.8,99.0,63.6,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2683,2024-10-13 15:00:35.361,48.197773,16.3706,-82.7,-15.3,-45.8,20.4,102.0,113.1,0.3,A,5.0,2630000.0,2850,354,100097,391,1
2684,2024-10-13 15:32:07.220,48.199459,16.345089,-78.3,-16.9,-41.2,22.2,98.0,61.4,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2685,2024-10-13 15:32:07.726,48.199459,16.345089,-78.7,-17.6,-40.1,17.6,97.0,57.3,0.2,A,3.0,2630000.0,2850,33,1629697,6366,1
2686,2024-10-13 15:32:08.239,48.199436,16.345091,-80.9,-17.2,-42.4,8.6,96.0,77.2,0.2,A,4.0,2630000.0,2850,33,1629697,6366,1
2687,2024-10-13 15:32:08.744,48.199436,16.345091,-77.9,-17.7,-40.2,10.3,96.0,79.0,0.2,A,4.0,2630000.0,2850,33,1629697,6366,1
2688,2024-10-13 15:32:09.244,48.199417,16.345091,-77.1,-16.9,-39.8,9.1,97.0,57.3,0.1,A,4.0,2630000.0,2850,33,1629697,6366,1
2689,2024-10-13 15:32:09.751,48.199417,16.345091,-78.9,-18.1,-40.9,8.6,97.0,54.9,0.2,A,4.0,2630000.0,2850,33,1629697,6366,1
2690,2024-10-13 15:32:10.258,48.199402,16.345091,-77.6,-17.3,-40.3,7.9,96.0,59.0,0.2,A,4.0,2630000.0,2850,33,1629697,6366,1
2691,2024-10-13 15:32:10.775,48.199402,16.345091,-76.3,-15.7,-39.3,16.2,97.0,41.8,0.1,A,4.0,2630000.0,2850,33,1629697,6366,1
2693,2024-10-13 15:32:11.278,48.199394,16.345093,-78.0,-17.4,-40.5,8.6,97.0,67.3,0.2,A,4.0,2630000.0,2850,33,1629697,6366,1
2694,2024-10-13 15:00:35.865,48.197773,16.3706,-80.8,-15.1,-45.2,19.5,96.0,102.7,0.3,A,,2630000.0,2850,354,100097,391,1
2695,2024-10-13 15:32:11.787,48.199394,16.345093,-76.4,-15.8,-40.6,11.4,97.0,39.8,0.1,A,4.0,2630000.0,2850,33,1629697,6366,1
