operator,technology,enb_id,sector_id,cell_id,pci,channel_number,longitude,latitude,height_m,azimuth_deg
C,LTE,76309,2,19535106,227,3050,16.272505272076334,48.19871602303405,22,235.0
C,LTE,68465,2,17527042,275,3050,16.275191234782014,48.18449323056015,15,45.0
C,LTE,47915,33,12266273,456,325,16.27186746822363,48.16605461807253,17,255.0
C,LTE,47915,13,12266253,84,1300,16.27186746822363,48.16605461807253,17,255.0
C,LTE,72105,11,18458891,297,1300,16.27186746822363,48.16605461807253,17,270.0
C,LTE,72105,41,18458921,191,3500,16.27186746822363,48.16605461807253,17,270.0
C,LTE,72105,21,18458901,266,6400,16.27186746822363,48.16605461807253,17,270.0
C,LTE,72105,44,18458924,193,3500,16.27186746822363,48.16605461807253,17,255.0
C,LTE,72105,43,18458923,189,3500,16.27186746822363,48.16605461807253,17,240.0
C,LTE,72105,24,18458904,262,6400,16.27186746822363,48.16605461807253,17,255.0
C,LTE,72105,14,18458894,298,1300,16.27186746822363,48.16605461807253,17,255.0
C,LTE,72105,22,18458902,264,6400,16.27186746822363,48.16605461807253,17,235.0
C,LTE,47915,11,12266251,86,1300,16.27186746822363,48.16605461807253,17,25.0
C,LTE,72105,42,18458922,190,3500,16.27186746822363,48.16605461807253,17,235.0
C,LTE,72105,12,18458892,299,1300,16.27186746822363,48.16605461807253,17,235.0
C,LTE,47915,12,12266252,85,1300,16.27186746822363,48.16605461807253,17,155.0
C,LTE,72105,23,18458903,261,6400,16.27186746822363,48.16605461807253,17,240.0
C,LTE,72105,13,18458893,261,1300,16.27186746822363,48.16605461807253,17,240.0
C,LTE,76309,21,19535125,153,6400,16.272505272076334,48.19871602303405,22,285.0
C,LTE,24073,41,6162729,175,3500,16.258886812338762,48.201584057343894,18,140.0
C,LTE,24073,31,6162719,51,325,16.258886812338762,48.201584057343894,18,140.0
C,LTE,24073,21,6162709,373,6400,16.258886812338762,48.201584057343894,18,140.0
C,LTE,76309,23,19535127,154,6400,16.272505272076334,48.19871602303405,22,265.0
C,LTE,24073,1,6162689,180,3050,16.258886812338762,48.201584057343894,18,140.0
C,LTE,24073,11,6162699,437,1300,16.258886812338762,48.201584057343894,18,140.0
C,LTE,24073,33,6162721,53,325,16.258886812338762,48.201584057343894,18,230.0
C,LTE,24073,23,6162711,372,6400,16.258886812338762,48.201584057343894,18,230.0
C,LTE,24073,13,6162701,436,1300,16.258886812338762,48.201584057343894,18,230.0
