operator,technology,enb_id,sector_id,cell_id,pci,channel_number,longitude,latitude,height_m,azimuth_deg
C,LTE,24073,43,6162731,174,3500,16.258886812338762,48.201584057343894,18,230.0
C,LTE,24073,3,6162691,181,3050,16.258886812338762,48.201584057343894,18,230.0
C,LTE,24073,22,6162710,374,6400,16.258886812338762,48.201584057343894,18,175.0
C,LTE,24073,12,6162700,435,1300,16.258886812338762,48.201584057343894,18,175.0
C,LTE,24073,42,6162730,176,3500,16.258886812338762,48.201584057343894,18,175.0
C,LTE,76309,13,19535117,270,1300,16.272505272076334,48.19871602303405,22,265.0
C,LTE,76309,3,19535107,232,3050,16.272505272076334,48.19871602303405,22,265.0
C,LTE,24073,2,6162690,182,3050,16.258886812338762,48.201584057343894,18,175.0
C,LTE,76309,33,19535137,357,325,16.272505272076334,48.19871602303405,22,265.0
C,LTE,76309,43,19535147,233,3500,16.272505272076334,48.19871602303405,22,265.0
C,LTE,76309,12,19535116,271,1300,16.272505272076334,48.19871602303405,22,235.0
C,LTE,24073,32,6162720,52,325,16.258886812338762,48.201584057343894,18,175.0
C,LTE,76309,42,19535146,231,3500,16.272505272076334,48.19871602303405,22,235.0
C,LTE,24096,1,6168577,447,3050,16.276305145736714,48.19180573608267,36,
C,LTE,37884,31,9698335,462,325,16.301323226454862,48.20481713938166,19,340.0
C,LTE,17991,31,4605727,373,325,16.313333701830263,48.202224702767936,25,345.0
C,LTE,18283,13,4680461,502,1300,16.317528834216343,48.206331827987206,23,340.0
C,LTE,18283,42,4680490,146,3500,16.317528834216343,48.206331827987206,23,55.0
C,LTE,18283,3,4680451,70,3050,16.317528834216343,48.206331827987206,23,340.0
C,LTE,18283,33,4680481,389,325,16.317528834216343,48.206331827987206,23,340.0
C,LTE,18283,12,4680460,503,1300,16.317528834216343,48.206331827987206,23,55.0
C,LTE,24062,43,6159915,74,3500,16.32799420729959,48.20548767899098,27,255.0
C,LTE,18001,21,4608277,96,6400,16.315301012306904,48.19809329707738,24,25.0
C,LTE,17521,12,4485388,251,1300,16.323269068894597,48.20878038004787,26,180.0
C,LTE,17521,2,4485378,289,3050,16.323269068894597,48.20878038004787,26,180.0
C,LTE,24062,13,6159885,493,1300,16.32799420729959,48.20548767899098,27,255.0
C,LTE,24062,1,6159873,459,3050,16.32799420729959,48.20548767899098,27,315.0
C,LTE,24062,41,6159913,72,3500,16.32799420729959,48.20548767899098,27,315.0
C,LTE,24062,21,6159893,244,6400,16.32799420729959,48.20548767899098,27,315.0
C,LTE,24062,31,6159903,357,325,16.32799420729959,48.20548767899098,27,315.0
C,LTE,24062,11,6159883,492,1300,16.32799420729959,48.20548767899098,27,315.0
C,LTE,18588,23,4758551,161,6400,16.333258334876227,48.20501470999694,24,195.0
C,LTE,18588,11,4758539,462,1300,16.333258334876227,48.20501470999694,24,40.0
C,LTE,18588,41,4758569,228,3500,16.333258334876227,48.20501470999694,24,40.0
C,LTE,18588,31,4758559,182,325,16.333258334876227,48.20501470999694,24,40.0
C,LTE,18588,21,4758549,159,6400,16.333258334876227,48.20501470999694,24,40.0
C,LTE,17270,12,4421132,170,1300,16.33301578974893,48.20846907918958,24,215.0
C,LTE,17270,3,4421123,173,3050,16.33301578974893,48.20846907918958,24,255.0
C,LTE,17521,3,4485379,288,3050,16.323269068894597,48.20878038004787,26,200.0
C,LTE,17521,31,4485407,65,325,16.323269068894597,48.20878038004787,26,150.0
C,LTE,17521,11,4485387,249,1300,16.323269068894597,48.20878038004787,26,150.0
C,LTE,17521,41,4485417,141,3500,16.323269068894597,48.20878038004787,26,150.0
C,LTE,17521,42,4485418,142,3500,16.323269068894597,48.20878038004787,26,180.0
C,LTE,17521,21,4485397,212,6400,16.323269068894597,48.20878038004787,26,150.0
C,LTE,17521,1,4485377,290,3050,16.323269068894597,48.20878038004787,26,150.0
C,LTE,17521,23,4485399,210,6400,16.323269068894597,48.20878038004787,26,200.0
C,LTE,17521,33,4485409,64,325,16.323269068894597,48.20878038004787,26,200.0
C,LTE,17521,13,4485389,250,1300,16.323269068894597,48.20878038004787,26,200.0
C,LTE,17521,43,4485419,143,3500,16.323269068894597,48.20878038004787,26,200.0
C,LTE,18283,41,4680489,145,3500,16.317528834216343,48.206331827987206,23,10.0
C,LTE,18283,23,4680471,113,6400,16.317528834216343,48.206331827987206,23,340.0
C,LTE,18283,22,4680470,111,6400,16.317528834216343,48.206331827987206,23,55.0
C,LTE,18283,2,4680450,71,3050,16.317528834216343,48.206331827987206,23,55.0
C,LTE,18283,31,4680479,388,325,16.317528834216343,48.206331827987206,23,10.0
C,LTE,18662,23,4777495,109,6400,16.329162017171466,48.211258746288884,25,250.0
C,LTE,17521,22,4485398,211,6400,16.323269068894597,48.20878038004787,26,180.0
C,LTE,18662,1,4777473,399,3050,16.329162017171466,48.211258746288884,25,270.0
C,LTE,24062,23,6159895,245,6400,16.32799420729959,48.20548767899098,27,255.0
C,LTE,24062,12,6159884,494,1300,16.32799420729959,48.20548767899098,27,185.0
C,LTE,17270,23,4421143,54,6400,16.33301578974893,48.20846907918958,24,255.0
C,LTE,17270,21,4421141,55,6400,16.33301578974893,48.20846907918958,24,210.0
C,LTE,17270,13,4421133,169,1300,16.33301578974893,48.20846907918958,24,255.0
C,LTE,17270,11,4421131,168,1300,16.33301578974893,48.20846907918958,24,210.0
C,LTE,24062,2,6159874,461,3050,16.32799420729959,48.20548767899098,27,185.0
C,LTE,24062,42,6159914,73,3500,16.32799420729959,48.20548767899098,27,185.0
C,LTE,17515,13,4483853,331,1300,16.33134492331685,48.2014403600625,29,265.0
C,LTE,17515,3,4483843,250,3050,16.33134492331685,48.2014403600625,29,265.0
C,LTE,17515,43,4483883,270,3500,16.33134492331685,48.2014403600625,29,265.0
C,LTE,17515,23,4483863,346,6400,16.33134492331685,48.2014403600625,29,265.0
C,LTE,24062,3,6159875,460,3050,16.32799420729959,48.20548767899098,27,255.0
C,LTE,18662,31,4777503,144,325,16.329162017171466,48.211258746288884,25,270.0
C,LTE,18662,11,4777483,15,1300,16.329162017171466,48.211258746288884,25,270.0
C,LTE,18662,41,4777513,430,3500,16.329162017171466,48.211258746288884,25,270.0
C,LTE,18662,21,4777493,108,6400,16.329162017171466,48.211258746288884,25,270.0
C,LTE,17270,41,4421161,345,3500,16.33301578974893,48.20846907918958,24,210.0
C,LTE,17270,31,4421151,385,325,16.33301578974893,48.20846907918958,24,210.0
C,LTE,18588,43,4758571,230,3500,16.333258334876227,48.20501470999694,24,195.0
C,LTE,18588,13,4758541,463,1300,16.333258334876227,48.20501470999694,24,195.0
C,LTE,17515,33,4483873,99,325,16.33134492331685,48.2014403600625,29,265.0
C,LTE,17307,41,4430633,151,3500,16.32091548284514,48.195973577011145,23,55.0
C,LTE,17307,1,4430593,465,3050,16.32091548284514,48.195973577011145,23,55.0
C,LTE,17307,31,4430623,186,325,16.32091548284514,48.195973577011145,23,55.0
C,LTE,17993,13,4606221,472,1300,16.328030139911114,48.19936269196392,24,290.0
C,LTE,17993,43,4606251,359,3500,16.328030139911114,48.19936269196392,24,290.0
C,LTE,17993,3,4606211,274,3050,16.328030139911114,48.19936269196392,24,290.0
C,LTE,17993,33,4606241,28,325,16.328030139911114,48.19936269196392,24,290.0
C,LTE,17993,23,4606231,235,6400,16.328030139911114,48.19936269196392,24,290.0
C,LTE,18001,41,4608297,439,3500,16.315301012306904,48.19809329707738,24,25.0
C,LTE,18001,2,4608258,206,3050,16.315301012306904,48.19809329707738,24,45.0
C,LTE,18001,12,4608268,227,1300,16.315301012306904,48.19809329707738,24,45.0
C,LTE,17991,2,4605698,472,3050,16.313333701830263,48.202224702767936,25,310.0
C,LTE,17991,32,4605728,374,325,16.313333701830263,48.202224702767936,25,310.0
C,LTE,17993,31,4606239,29,325,16.328030139911114,48.19936269196392,24,20.0
C,LTE,17993,41,4606249,358,3500,16.328030139911114,48.19936269196392,24,20.0
C,LTE,17993,42,4606250,357,3500,16.328030139911114,48.19936269196392,24,190.0
C,LTE,17993,22,4606230,234,6400,16.328030139911114,48.19936269196392,24,190.0
C,LTE,17993,21,4606229,236,6400,16.328030139911114,48.19936269196392,24,20.0
C,LTE,24062,22,6159894,243,6400,16.32799420729959,48.20548767899098,27,185.0
C,LTE,17993,32,4606240,27,325,16.328030139911114,48.19936269196392,24,190.0
C,LTE,17993,12,4606220,471,1300,16.328030139911114,48.19936269196392,24,190.0
C,LTE,17993,2,4606210,273,3050,16.328030139911114,48.19936269196392,24,190.0
C,LTE,17270,43,4421163,346,3500,16.33301578974893,48.20846907918958,24,255.0
C,LTE,17270,1,4421121,171,3050,16.33301578974893,48.20846907918958,24,210.0
C,LTE,18588,33,4758561,177,325,16.333258334876227,48.20501470999694,24,195.0
C,LTE,18588,22,4758550,160,6400,16.333258334876227,48.20501470999694,24,155.0
C,LTE,18588,12,4758540,464,1300,16.333258334876227,48.20501470999694,24,155.0
C,LTE,18588,32,4758560,181,325,16.333258334876227,48.20501470999694,24,155.0
C,LTE,18588,2,4758530,479,3050,16.333258334876227,48.20501470999694,24,155.0
C,LTE,17307,21,4430613,435,6400,16.32091548284514,48.195973577011145,23,55.0
C,LTE,17515,2,4483842,251,3050,16.33134492331685,48.2014403600625,29,160.0
C,LTE,17515,11,4483851,330,1300,16.33134492331685,48.2014403600625,29,360.0
C,LTE,17515,41,4483881,271,3500,16.33134492331685,48.2014403600625,29,360.0
C,LTE,17270,33,4421153,386,325,16.33301578974893,48.20846907918958,24,255.0
C,LTE,17438,23,4464151,439,6400,16.33491123500255,48.214784524402795,26,235.0
C,LTE,17438,43,4464171,7,3500,16.33491123500255,48.214784524402795,26,235.0
C,LTE,17438,33,4464161,154,325,16.33491123500255,48.214784524402795,26,235.0
C,LTE,17438,12,4464140,35,1300,16.33491123500255,48.214784524402795,26,105.0
C,LTE,17438,2,4464130,256,3050,16.33491123500255,48.214784524402795,26,105.0
C,LTE,17438,32,4464160,155,325,16.33491123500255,48.214784524402795,26,105.0
C,LTE,17438,3,4464131,257,3050,16.33491123500255,48.214784524402795,26,235.0
C,LTE,17438,13,4464141,34,1300,16.33491123500255,48.214784524402795,26,235.0
C,LTE,68483,42,17531690,329,3500,16.2882347727364,48.18646369714756,26,160.0
C,LTE,68483,22,17531670,384,6400,16.2882347727364,48.18646369714756,26,160.0
C,LTE,68483,12,17531660,102,1300,16.2882347727364,48.18646369714756,26,160.0
C,LTE,18130,2,4641282,335,3050,16.288055109679128,48.190278640535794,53,235.0
C,LTE,47853,31,12250399,40,325,16.297658100087798,48.18272034481513,20,190.0
C,LTE,47853,11,12250379,57,1300,16.297658100087798,48.18272034481513,20,190.0
C,LTE,47853,41,12250409,435,3500,16.297658100087798,48.18272034481513,20,190.0
C,LTE,47853,13,12250381,58,1300,16.297658100087798,48.18272034481513,20,200.0
C,LTE,18752,33,4800545,441,325,16.321840747589572,48.216532358348786,31,300.0
C,LTE,47853,43,12250411,437,3500,16.297658100087798,48.18272034481513,20,200.0
C,LTE,18752,21,4800533,239,6400,16.321840747589572,48.216532358348786,31,340.0
C,LTE,47853,33,12250401,39,325,16.297658100087798,48.18272034481513,20,200.0
C,LTE,18752,11,4800523,246,1300,16.321840747589572,48.216532358348786,31,340.0
C,LTE,18752,41,4800553,173,3500,16.321840747589572,48.216532358348786,31,340.0
C,LTE,18752,1,4800513,345,3050,16.321840747589572,48.216532358348786,31,340.0
C,LTE,47853,12,12250380,59,1300,16.297658100087798,48.18272034481513,20,190.0
C,LTE,31905,23,8167703,206,6400,16.30292222766459,48.170008875129184,12,70.0
C,LTE,47854,43,12250667,210,3500,16.296885548941844,48.17383103381692,20,205.0
C,LTE,18752,2,4800514,347,3050,16.321840747589572,48.216532358348786,31,265.0
C,LTE,47854,21,12250645,410,6400,16.296885548941844,48.17383103381692,20,175.0
C,LTE,47854,1,12250625,357,3050,16.296885548941844,48.17383103381692,20,175.0
C,LTE,47854,41,12250665,212,3500,16.296885548941844,48.17383103381692,20,175.0
C,LTE,47854,31,12250655,108,325,16.296885548941844,48.17383103381692,20,175.0
C,LTE,47854,11,12250635,465,1300,16.296885548941844,48.17383103381692,20,175.0
C,LTE,47853,42,12250410,436,3500,16.297658100087798,48.18272034481513,20,190.0
C,LTE,47854,23,12250647,409,6400,16.296885548941844,48.17383103381692,20,205.0
C,LTE,31905,43,8167723,284,3500,16.30292222766459,48.170008875129184,12,70.0
C,LTE,31905,13,8167693,160,1300,16.30292222766459,48.170008875129184,12,70.0
C,LTE,31905,3,8167683,478,3050,16.30292222766459,48.170008875129184,12,70.0
C,LTE,47854,22,12250646,408,6400,16.296885548941844,48.17383103381692,20,190.0
C,LTE,18752,42,4800554,172,3500,16.321840747589572,48.216532358348786,31,265.0
C,LTE,18752,22,4800534,237,6400,16.321840747589572,48.216532358348786,31,265.0
C,LTE,18752,31,4800543,442,325,16.321840747589572,48.216532358348786,31,340.0
C,LTE,18752,32,4800544,443,325,16.321840747589572,48.216532358348786,31,265.0
C,LTE,18752,12,4800524,247,1300,16.321840747589572,48.216532358348786,31,265.0
C,LTE,31905,33,8167713,348,325,16.30292222766459,48.170008875129184,12,70.0
C,LTE,31905,31,8167711,350,325,16.30292222766459,48.170008875129184,12,80.0
C,LTE,31905,1,8167681,477,3050,16.30292222766459,48.170008875129184,12,80.0
C,LTE,31905,21,8167701,204,6400,16.30292222766459,48.170008875129184,12,80.0
C,LTE,31905,41,8167721,282,3500,16.30292222766459,48.170008875129184,12,80.0
C,LTE,31905,11,8167691,159,1300,16.30292222766459,48.170008875129184,12,80.0
C,LTE,31905,12,8167692,161,1300,16.30292222766459,48.170008875129184,12,110.0
C,LTE,31905,42,8167722,283,3500,16.30292222766459,48.170008875129184,12,110.0
C,LTE,31905,22,8167702,205,6400,16.30292222766459,48.170008875129184,12,110.0
C,LTE,31905,2,8167682,479,3050,16.30292222766459,48.170008875129184,12,110.0
C,LTE,24055,3,6158083,31,3050,16.317223407019476,48.17400476153086,22,175.0
C,LTE,24055,43,6158123,248,3500,16.317223407019476,48.17400476153086,22,175.0
C,LTE,24055,32,6158112,5,325,16.317223407019476,48.17400476153086,22,130.0
C,LTE,24055,12,6158092,254,1300,16.317223407019476,48.17400476153086,22,130.0
C,LTE,24055,42,6158122,246,3500,16.317223407019476,48.17400476153086,22,130.0
C,LTE,24055,13,6158093,253,1300,16.317223407019476,48.17400476153086,22,175.0
C,LTE,24055,2,6158082,32,3050,16.317223407019476,48.17400476153086,22,130.0
C,LTE,24055,11,6158091,252,1300,16.317223407019476,48.17400476153086,22,60.0
C,LTE,24055,1,6158081,30,3050,16.317223407019476,48.17400476153086,22,60.0
C,LTE,24055,31,6158111,3,325,16.317223407019476,48.17400476153086,22,60.0
C,LTE,17438,1,4464129,255,3050,16.33491123500255,48.214784524402795,26,65.0
C,LTE,17438,11,4464139,33,1300,16.33491123500255,48.214784524402795,26,65.0
C,LTE,17438,31,4464159,153,325,16.33491123500255,48.214784524402795,26,65.0
C,LTE,24055,33,6158113,4,325,16.317223407019476,48.17400476153086,22,175.0
C,LTE,17438,41,4464169,8,3500,16.33491123500255,48.214784524402795,26,65.0
C,LTE,17438,21,4464149,438,6400,16.33491123500255,48.214784524402795,26,65.0
C,LTE,24055,41,6158121,247,3500,16.317223407019476,48.17400476153086,22,60.0
C,LTE,17417,22,4458774,32,6400,16.324400946155464,48.17960566731994,25,160.0
C,LTE,17417,33,4458785,12,325,16.324400946155464,48.17960566731994,25,265.0
C,LTE,17417,13,4458765,10,1300,16.324400946155464,48.17960566731994,25,265.0
C,LTE,17417,12,4458764,11,1300,16.324400946155464,48.17960566731994,25,160.0
C,LTE,17417,23,4458775,30,6400,16.324400946155464,48.17960566731994,25,265.0
C,LTE,17417,2,4458754,404,3050,16.324400946155464,48.17960566731994,25,160.0
C,LTE,17417,32,4458784,14,325,16.324400946155464,48.17960566731994,25,160.0
C,LTE,17417,43,4458795,60,3500,16.324400946155464,48.17960566731994,25,265.0
C,LTE,17417,42,4458794,61,3500,16.324400946155464,48.17960566731994,25,160.0
C,LTE,17417,11,4458763,9,1300,16.324400946155464,48.17960566731994,25,5.0
C,LTE,17417,21,4458773,31,6400,16.324400946155464,48.17960566731994,25,5.0
C,LTE,17417,41,4458793,62,3500,16.324400946155464,48.17960566731994,25,5.0
C,LTE,17417,31,4458783,13,325,16.324400946155464,48.17960566731994,25,5.0
C,LTE,17417,1,4458753,402,3050,16.324400946155464,48.17960566731994,25,5.0
C,LTE,17417,3,4458755,403,3050,16.324400946155464,48.17960566731994,25,265.0
C,LTE,17421,13,4459789,184,1300,16.33118322656564,48.17803028721723,26,310.0
C,LTE,17511,12,4482828,458,1300,16.327805561089754,48.18669727326579,30,190.0
C,LTE,17511,22,4482838,187,6400,16.327805561089754,48.18669727326579,30,190.0
C,LTE,17701,22,4531478,198,6400,16.330392709113713,48.190110956677785,25,180.0
C,LTE,17421,33,4459809,129,325,16.33118322656564,48.17803028721723,26,310.0
C,LTE,17421,43,4459819,149,3500,16.33118322656564,48.17803028721723,26,310.0
C,LTE,17511,42,4482858,33,3500,16.327805561089754,48.18669727326579,30,190.0
C,LTE,17515,22,4483862,347,6400,16.33134492331685,48.2014403600625,29,160.0
C,LTE,17421,23,4459799,233,6400,16.33118322656564,48.17803028721723,26,310.0
C,LTE,17515,42,4483882,272,3500,16.33134492331685,48.2014403600625,29,160.0
C,LTE,17991,12,4605708,284,1300,16.313333701830263,48.202224702767936,25,310.0
C,LTE,17991,42,4605738,452,3500,16.313333701830263,48.202224702767936,25,310.0
C,LTE,17706,11,4532747,303,1300,16.309237384125627,48.19788971195245,25,360.0
C,LTE,18001,23,4608279,98,6400,16.315301012306904,48.19809329707738,24,5.0
C,LTE,18001,43,4608299,438,3500,16.315301012306904,48.19809329707738,24,5.0
C,LTE,18001,33,4608289,61,325,16.315301012306904,48.19809329707738,24,5.0
C,LTE,18001,3,4608259,205,3050,16.315301012306904,48.19809329707738,24,5.0
C,LTE,18001,13,4608269,226,1300,16.315301012306904,48.19809329707738,24,5.0
C,LTE,18001,11,4608267,225,1300,16.315301012306904,48.19809329707738,24,25.0
C,LTE,17421,22,4459798,232,6400,16.33118322656564,48.17803028721723,26,0.0
C,LTE,17421,12,4459788,185,1300,16.33118322656564,48.17803028721723,26,0.0
C,LTE,17421,2,4459778,365,3050,16.33118322656564,48.17803028721723,26,0.0
C,LTE,17991,22,4605718,180,6400,16.313333701830263,48.202224702767936,25,310.0
C,LTE,17421,42,4459818,147,3500,16.33118322656564,48.17803028721723,26,0.0
C,LTE,17421,32,4459808,130,325,16.33118322656564,48.17803028721723,26,0.0
C,LTE,17706,1,4532737,216,3050,16.309237384125627,48.19788971195245,25,360.0
C,LTE,17706,41,4532777,243,3500,16.309237384125627,48.19788971195245,25,360.0
C,LTE,17706,21,4532757,319,6400,16.309237384125627,48.19788971195245,25,360.0
C,LTE,17421,31,4459807,131,325,16.33118322656564,48.17803028721723,26,360.0
C,LTE,17421,41,4459817,148,3500,16.33118322656564,48.17803028721723,26,360.0
C,LTE,17421,11,4459787,183,1300,16.33118322656564,48.17803028721723,26,360.0
C,LTE,17421,1,4459777,363,3050,16.33118322656564,48.17803028721723,26,360.0
C,LTE,17421,21,4459797,231,6400,16.33118322656564,48.17803028721723,26,360.0
C,LTE,17961,43,4598059,103,3500,16.331632384208636,48.18330732052877,28,280.0
C,LTE,17961,13,4598029,379,1300,16.331632384208636,48.18330732052877,28,280.0
C,LTE,17961,23,4598039,146,6400,16.331632384208636,48.18330732052877,28,280.0
C,LTE,17511,2,4482818,161,3050,16.327805561089754,48.18669727326579,30,190.0
C,LTE,17961,33,4598049,255,325,16.331632384208636,48.18330732052877,28,280.0
C,LTE,17961,3,4598019,229,3050,16.331632384208636,48.18330732052877,28,280.0
C,LTE,17706,2,4532738,218,3050,16.309237384125627,48.19788971195245,25,345.0
C,LTE,17706,31,4532767,85,325,16.309237384125627,48.19788971195245,25,360.0
C,LTE,17706,13,4532749,304,1300,16.309237384125627,48.19788971195245,25,335.0
C,LTE,17706,12,4532748,305,1300,16.309237384125627,48.19788971195245,25,345.0
C,LTE,17706,32,4532768,86,325,16.309237384125627,48.19788971195245,25,345.0
C,LTE,17706,42,4532778,244,3500,16.309237384125627,48.19788971195245,25,345.0
C,LTE,17706,22,4532758,318,6400,16.309237384125627,48.19788971195245,25,345.0
C,LTE,18738,43,4796971,214,3500,16.314735073676662,48.19662626852356,26,250.0
C,LTE,18738,23,4796951,284,6400,16.314735073676662,48.19662626852356,26,250.0
C,LTE,18738,33,4796961,457,325,16.314735073676662,48.19662626852356,26,250.0
C,LTE,18738,3,4796931,367,3050,16.314735073676662,48.19662626852356,26,250.0
C,LTE,18738,13,4796941,85,1300,16.314735073676662,48.19662626852356,26,250.0
C,LTE,17307,13,4430605,28,1300,16.32091548284514,48.195973577011145,23,295.0
C,LTE,17307,3,4430595,466,3050,16.32091548284514,48.195973577011145,23,295.0
C,LTE,17307,33,4430625,188,325,16.32091548284514,48.195973577011145,23,295.0
C,LTE,17307,43,4430635,152,3500,16.32091548284514,48.195973577011145,23,295.0
C,LTE,18738,2,4796930,368,3050,16.314735073676662,48.19662626852356,26,175.0
C,LTE,18738,42,4796970,213,3500,16.314735073676662,48.19662626852356,26,175.0
C,LTE,17307,23,4430615,437,6400,16.32091548284514,48.195973577011145,23,295.0
C,LTE,18738,32,4796960,456,325,16.314735073676662,48.19662626852356,26,175.0
C,LTE,18738,1,4796929,366,3050,16.314735073676662,48.19662626852356,26,5.0
C,LTE,18647,22,4773654,277,6400,16.343903371016957,48.181528404045594,31,180.0
C,LTE,17310,11,4431371,445,1300,16.320304628450593,48.19566818638444,28,155.0
C,LTE,18738,22,4796950,283,6400,16.314735073676662,48.19662626852356,26,175.0
C,LTE,18738,12,4796940,86,1300,16.314735073676662,48.19662626852356,26,175.0
C,LTE,17310,1,4431361,129,3050,16.320304628450593,48.19566818638444,28,155.0
C,LTE,17310,3,4431363,130,3050,16.320304628450593,48.19566818638444,28,210.0
C,LTE,17310,13,4431373,444,1300,16.320304628450593,48.19566818638444,28,210.0
C,LTE,17961,22,4598038,144,6400,16.331632384208636,48.18330732052877,28,75.0
C,LTE,17961,21,4598037,145,6400,16.331632384208636,48.18330732052877,28,20.0
C,LTE,17961,11,4598027,378,1300,16.331632384208636,48.18330732052877,28,20.0
C,LTE,17961,1,4598017,228,3050,16.331632384208636,48.18330732052877,28,20.0
C,LTE,17961,32,4598048,257,325,16.331632384208636,48.18330732052877,28,75.0
C,LTE,17961,42,4598058,102,3500,16.331632384208636,48.18330732052877,28,75.0
C,LTE,18647,21,4773653,278,6400,16.343903371016957,48.181528404045594,31,155.0
C,LTE,18647,41,4773673,85,3500,16.343903371016957,48.181528404045594,31,155.0
C,LTE,18647,23,4773655,276,6400,16.343903371016957,48.181528404045594,31,220.0
C,LTE,18647,31,4773663,46,325,16.343903371016957,48.181528404045594,31,155.0
C,LTE,18647,1,4773633,494,3050,16.343903371016957,48.181528404045594,31,155.0
C,LTE,18647,11,4773643,42,1300,16.343903371016957,48.181528404045594,31,155.0
C,LTE,18001,22,4608278,97,6400,16.315301012306904,48.19809329707738,24,45.0
C,LTE,18001,32,4608288,60,325,16.315301012306904,48.19809329707738,24,45.0
C,LTE,18647,43,4773675,84,3500,16.343903371016957,48.181528404045594,31,220.0
C,LTE,18647,42,4773674,86,3500,16.343903371016957,48.181528404045594,31,180.0
C,LTE,18647,12,4773644,44,1300,16.343903371016957,48.181528404045594,31,180.0
C,LTE,18647,13,4773645,43,1300,16.343903371016957,48.181528404045594,31,220.0
C,LTE,18647,3,4773635,493,3050,16.343903371016957,48.181528404045594,31,220.0
C,LTE,18647,2,4773634,492,3050,16.343903371016957,48.181528404045594,31,180.0
C,LTE,18652,23,4774935,503,6400,16.329233882394547,48.19615920571724,28,270.0
C,LTE,18652,12,4774924,410,1300,16.329233882394547,48.19615920571724,28,145.0
C,LTE,18652,42,4774954,179,3500,16.329233882394547,48.19615920571724,28,145.0
C,LTE,17701,21,4531477,200,6400,16.330392709113713,48.190110956677785,25,25.0
C,LTE,18652,22,4774934,502,6400,16.329233882394547,48.19615920571724,28,145.0
C,LTE,18652,21,4774933,501,6400,16.329233882394547,48.19615920571724,28,5.0
C,LTE,18652,31,4774943,377,325,16.329233882394547,48.19615920571724,28,5.0
C,LTE,18652,41,4774953,178,3500,16.329233882394547,48.19615920571724,28,5.0
C,LTE,18652,43,4774955,177,3500,16.329233882394547,48.19615920571724,28,270.0
C,LTE,18652,11,4774923,408,1300,16.329233882394547,48.19615920571724,28,5.0
C,LTE,18652,1,4774913,501,3050,16.329233882394547,48.19615920571724,28,5.0
C,LTE,18652,2,4774914,503,3050,16.329233882394547,48.19615920571724,28,145.0
C,LTE,17701,43,4531499,336,3500,16.330392709113713,48.190110956677785,25,315.0
C,LTE,17310,41,4431401,322,3500,16.320304628450593,48.19566818638444,28,155.0
C,LTE,17310,31,4431391,35,325,16.320304628450593,48.19566818638444,28,155.0
C,LTE,17307,22,4430614,436,6400,16.32091548284514,48.195973577011145,23,135.0
C,LTE,17421,3,4459779,364,3050,16.33118322656564,48.17803028721723,26,310.0
C,LTE,17310,21,4431381,150,6400,16.320304628450593,48.19566818638444,28,155.0
C,LTE,17307,11,4430603,27,1300,16.32091548284514,48.195973577011145,23,55.0
C,LTE,17511,23,4482839,188,6400,16.327805561089754,48.18669727326579,30,260.0
C,LTE,17307,12,4430604,29,1300,16.32091548284514,48.195973577011145,23,135.0
C,LTE,17307,32,4430624,187,325,16.32091548284514,48.195973577011145,23,135.0
C,LTE,17307,2,4430594,467,3050,16.32091548284514,48.195973577011145,23,135.0
C,LTE,17307,42,4430634,150,3500,16.32091548284514,48.195973577011145,23,135.0
C,LTE,17701,23,4531479,199,6400,16.330392709113713,48.190110956677785,25,315.0
C,LTE,18647,33,4773665,45,325,16.343903371016957,48.181528404045594,31,220.0
C,LTE,17961,31,4598047,256,325,16.331632384208636,48.18330732052877,28,20.0
C,LTE,18652,32,4774944,375,325,16.329233882394547,48.19615920571724,28,145.0
C,LTE,17511,1,4482817,159,3050,16.327805561089754,48.18669727326579,30,350.0
C,LTE,17961,41,4598057,104,3500,16.331632384208636,48.18330732052877,28,20.0
C,LTE,17701,3,4531459,433,3050,16.330392709113713,48.190110956677785,25,315.0
C,LTE,17701,31,4531487,403,325,16.330392709113713,48.190110956677785,25,25.0
C,LTE,17701,11,4531467,30,1300,16.330392709113713,48.190110956677785,25,25.0
C,LTE,17701,1,4531457,432,3050,16.330392709113713,48.190110956677785,25,25.0
C,LTE,17701,13,4531469,31,1300,16.330392709113713,48.190110956677785,25,315.0
C,LTE,17701,33,4531489,402,325,16.330392709113713,48.190110956677785,25,315.0
C,LTE,17511,31,4482847,2,325,16.327805561089754,48.18669727326579,30,350.0
C,LTE,17511,21,4482837,186,6400,16.327805561089754,48.18669727326579,30,350.0
C,LTE,17701,12,4531468,32,1300,16.330392709113713,48.190110956677785,25,180.0
C,LTE,17701,2,4531458,434,3050,16.330392709113713,48.190110956677785,25,180.0
C,LTE,17310,22,4431382,152,6400,16.320304628450593,48.19566818638444,28,170.0
C,LTE,17310,42,4431402,321,3500,16.320304628450593,48.19566818638444,28,170.0
C,LTE,17701,42,4531498,337,3500,16.330392709113713,48.190110956677785,25,180.0
C,LTE,17701,32,4531488,404,325,16.330392709113713,48.190110956677785,25,180.0
C,LTE,17511,11,4482827,456,1300,16.327805561089754,48.18669727326579,30,350.0
C,LTE,17310,23,4431383,151,6400,16.320304628450593,48.19566818638444,28,210.0
C,LTE,17511,41,4482857,35,3500,16.327805561089754,48.18669727326579,30,350.0
C,LTE,17511,43,4482859,34,3500,16.327805561089754,48.18669727326579,30,260.0
